,NG sim,subject,SC_0.8,SC_0.9,SC_0.95,SC_0.98,SC_0.99,SC_1
8835,35,2414,2196,2783,2844,3048,3048,3048
8836,36,2414,113,288,297,455,455,455
8837,37,2414,155,667,965,1491,1491,1491
8838,38,2414,72,100,305,378,378,378
8839,39,2414,166,295,368,428,428,428
8840,40,2414,1734,2071,2106,2152,2152,2152
8841,41,2414,205,312,350,452,452,452
8842,42,2414,62,451,693,792,792,792
8843,43,2414,81,213,245,517,517,517
8844,44,2414,36,56,69,199,199,199
8845,45,2414,66,272,301,860,860,860
8846,46,2414,246,321,369,452,452,452
8847,47,2414,88,3605,3749,3847,3847,3847
8848,48,2414,302,1896,1919,1987,1987,1987
8849,49,2414,11643,13645,13669,13777,13777,13777
8850,50,2414,153,208,556,948,948,948
8851,51,2414,116,272,313,479,479,479
8852,52,2414,1222,1316,1340,1877,1877,1877
8853,53,2414,485,1199,1222,1344,1344,1344
8854,54,2414,113,156,317,491,491,491
8855,55,2414,114,1694,1771,1804,1804,1804
8856,56,2414,108,144,439,614,614,614
8857,57,2414,170,238,243,273,273,273
8858,58,2414,545,714,786,1033,1033,1033
8859,59,2414,141,380,431,449,449,449
8860,60,2414,2746,3287,3328,3495,3495,3495
8861,61,2414,391,5477,5510,5566,5566,5566
8862,62,2414,909,1018,1083,1211,1211,1211
8863,63,2414,49,67,145,364,364,364
8864,64,2414,93,411,447,666,666,666
8865,65,2414,913,2058,2103,2552,2552,2552
8866,66,2414,76,118,138,290,290,290
8867,67,2414,287,2533,2547,2643,2643,2643
8868,68,2414,955,1054,1168,1384,1384,1384
8869,69,2414,171,236,249,883,883,883
8870,70,2414,510,1966,2139,2273,2273,2273
8871,71,2414,81,180,197,275,275,275
8872,72,2414,125,282,343,359,359,359
8873,73,2414,137,502,510,675,675,675
8874,74,2414,2961,9045,9612,9814,9814,9814
8875,75,2414,122,462,567,672,672,672
8876,76,2414,253,289,308,395,395,395
8877,77,2414,199,364,524,636,636,636
8878,78,2414,84,2104,2186,2318,2318,2318
8879,79,2414,561,593,772,1224,1224,1224
8880,80,2414,625,3520,4057,4170,4170,4170
8881,81,2414,239,475,2536,2696,2696,2696
8882,82,2414,153,221,679,824,824,824
8883,83,2414,288,1047,1137,1377,1377,1377
8884,84,2414,415,470,830,903,903,903
8885,85,2414,654,733,1099,1161,1161,1161
8886,86,2414,72,144,229,515,515,515
8887,87,2414,102,123,130,150,150,150
8888,88,2414,2377,2409,2461,2493,2493,2493
8889,89,2414,559,571,628,729,729,729
8890,90,2414,45,78,90,318,318,318
8891,91,2414,71,107,298,387,387,387
8892,92,2414,55,73,132,171,171,171
8893,93,2414,264,474,498,739,739,739
8894,94,2414,383,672,921,963,963,963
8895,95,2414,253,527,598,943,943,943
8896,96,2414,303,371,1058,1877,1877,1877
8897,97,2414,139,549,696,740,740,740
8898,98,2414,62,83,135,170,170,170
8899,99,2414,76,622,1107,1220,1220,1220
8900,0,2416,93,188,216,364,364,364
8901,1,2416,66,509,700,788,788,788
8902,2,2416,197,242,385,591,591,591
8903,3,2416,144,762,1475,1514,1514,1514
8904,4,2416,234,270,309,639,639,639
8905,5,2416,286,306,746,753,753,753
8906,6,2416,148,301,2546,2746,2746,2746
8907,7,2416,175,250,257,295,295,295
8908,8,2416,508,1103,1168,1242,1242,1242
8909,9,2416,182,223,723,876,876,876
8910,10,2416,812,1665,2354,2400,2400,2400
8911,11,2416,300,469,481,529,529,529
8912,12,2416,120,575,1179,1364,1364,1364
8913,13,2416,91,1093,1159,1175,1175,1175
8914,14,2416,113,244,319,334,334,334
8915,15,2416,250,336,504,788,788,788
8916,16,2416,196,341,360,437,437,437
8917,17,2416,119,4458,4520,5165,5165,5165
8918,18,2416,52,94,367,512,512,512
8919,19,2416,2180,11148,11175,11290,11290,11290
8920,20,2416,98,1814,1892,2070,2070,2070
8921,21,2416,97,171,201,357,357,357
8922,22,2416,87,202,468,490,490,490
8923,23,2416,329,10859,11228,11256,11256,11256
8924,24,2416,406,512,572,610,610,610
8925,25,2416,274,507,597,607,607,607
8926,26,2416,95,190,211,411,411,411
8927,27,2416,230,515,728,759,759,759
8928,28,2416,86,159,234,253,253,253
8929,29,2416,387,3753,3786,3812,3812,3812
8930,30,2416,98,4071,4150,4354,4354,4354
8931,31,2416,158,239,312,330,330,330
8932,32,2416,202,289,867,1038,1038,1038
8933,33,2416,61,90,94,166,166,166
8934,34,2416,75,159,196,261,261,261
8935,35,2416,128,208,303,527,527,527
8936,36,2416,158,6353,6721,6737,6737,6737
8937,37,2416,7711,7775,7874,8010,8010,8010
8938,38,2416,1910,1917,2149,2464,2464,2464
8939,39,2416,64,1748,1773,2570,2570,2570
8940,40,2416,75,6825,6886,7037,7037,7037
8941,41,2416,158,571,702,1556,1556,1556
8942,42,2416,160,2796,2805,2867,2867,2867
8943,43,2416,110,130,142,731,731,731
8944,44,2416,177,2121,2925,3014,3014,3014
8945,45,2416,73,450,530,603,603,603
8946,46,2416,5322,5730,7973,8039,8039,8039
8947,47,2416,78,138,223,443,443,443
8948,48,2416,77,205,410,749,749,749
8949,49,2416,145,348,411,496,496,496
8950,50,2416,157,8237,8329,8397,8397,8397
8951,51,2416,2486,2768,2837,2900,2900,2900
8952,52,2416,123,336,378,507,507,507
8953,53,2416,74,394,542,549,549,549
8954,54,2416,162,361,443,451,451,451
8955,55,2416,734,955,5668,5736,5736,5736
8956,56,2416,104,1792,1811,2004,2004,2004
8957,57,2416,70,318,5384,6122,6122,6122
8958,58,2416,188,5957,6100,6136,6136,6136
8959,59,2416,72,100,124,241,241,241
8960,60,2416,85,317,348,428,428,428
8961,61,2416,910,4367,4371,4505,4505,4505
8962,62,2416,83,159,237,378,378,378
8963,63,2416,115,254,388,885,885,885
8964,64,2416,250,301,369,413,413,413
8965,65,2416,138,255,274,845,845,845
8966,66,2416,243,334,454,625,625,625
8967,67,2416,216,474,498,680,680,680
8968,68,2416,45,71,86,187,187,187
8969,69,2416,108,921,990,1033,1033,1033
8970,70,2416,127,1750,1864,1966,1966,1966
8971,71,2416,341,504,814,2004,2004,2004
8972,72,2416,1442,2089,2265,2422,2422,2422
8973,73,2416,81,160,167,218,218,218
8974,74,2416,2019,4874,4998,5240,5240,5240
8975,75,2416,171,549,957,1069,1069,1069
8976,76,2416,351,7367,7606,7717,7717,7717
8977,77,2416,140,1060,1551,1899,1899,1899
8978,78,2416,155,248,276,456,456,456
8979,79,2416,147,282,4829,5205,5205,5205
8980,80,2416,96,124,288,909,909,909
8981,81,2416,99,130,168,225,225,225
8982,82,2416,202,386,1112,1471,1471,1471
8983,83,2416,150,499,519,1800,1800,1800
8984,84,2416,89,109,218,576,576,576
8985,85,2416,226,5018,5498,5576,5576,5576
8986,86,2416,247,1627,1692,2184,2184,2184
8987,87,2416,4521,4557,4565,4636,4636,4636
8988,88,2416,181,420,519,633,633,633
8989,89,2416,402,9733,9753,9803,9803,9803
8990,90,2416,52,104,190,327,327,327
8991,91,2416,42,115,443,501,501,501
8992,92,2416,176,303,338,544,544,544
8993,93,2416,198,3571,3853,4033,4033,4033
8994,94,2416,87,114,153,379,379,379
8995,95,2416,178,277,354,532,532,532
8996,96,2416,64,142,327,624,624,624
8997,97,2416,117,197,794,911,911,911
8998,98,2416,215,337,364,515,515,515
8999,99,2416,58,80,259,295,295,295
9000,0,2421,1273,1336,1360,1416,1416,1416
9001,1,2421,335,451,575,813,813,813
9002,2,2421,84,1425,1542,1725,1725,1725
9003,3,2421,84,506,523,587,587,587
9004,4,2421,347,509,605,921,921,921
9005,5,2421,80,206,222,306,306,306
9006,6,2421,69,126,305,551,551,551
9007,7,2421,223,477,557,580,580,580
9008,8,2421,66,473,833,1103,1103,1103
9009,9,2421,165,215,481,649,649,649
9010,10,2421,161,199,295,338,338,338
9011,11,2421,142,482,548,569,569,569
9012,12,2421,118,357,373,741,741,741
9013,13,2421,101,443,675,1215,1215,1215
9014,14,2421,230,306,366,765,765,765
9015,15,2421,101,235,301,328,328,328
9016,16,2421,71,871,999,1679,1679,1679
9017,17,2421,198,798,856,905,905,905
9018,18,2421,264,374,380,427,427,427
9019,19,2421,125,234,255,276,276,276
9020,20,2421,44,343,559,692,692,692
9021,21,2421,81,181,190,257,257,257
9022,22,2421,238,531,790,1751,1751,1751
9023,23,2421,532,813,1045,1103,1103,1103
9024,24,2421,239,326,447,620,620,620
9025,25,2421,81,149,282,479,479,479
9026,26,2421,528,568,590,661,661,661
9027,27,2421,83,117,140,193,193,193
9028,28,2421,121,166,190,261,261,261
9029,29,2421,1951,2000,2005,2081,2081,2081
9030,30,2421,56,319,334,658,658,658
9031,31,2421,183,205,295,359,359,359
9032,32,2421,525,550,1824,3903,3903,3903
9033,33,2421,65,105,324,409,409,409
9034,34,2421,333,1652,1664,1830,1830,1830
9035,35,2421,56,89,100,650,650,650
9036,36,2421,90,641,756,834,834,834
9037,37,2421,73,128,144,228,228,228
9038,38,2421,768,847,1934,1959,1959,1959
9039,39,2421,165,350,420,481,481,481
9040,40,2421,123,192,400,548,548,548
9041,41,2421,62,128,206,326,326,326
9042,42,2421,131,641,1033,1332,1332,1332
9043,43,2421,3131,3305,10732,10833,10833,10833
9044,44,2421,2721,3100,3143,3555,3555,3555
9045,45,2421,88,171,292,366,366,366
9046,46,2421,57,88,167,469,469,469
9047,47,2421,58,131,169,362,362,362
9048,48,2421,621,1132,1262,2867,2867,2867
9049,49,2421,64,132,182,325,325,325
9050,50,2421,73,121,211,325,325,325
9051,51,2421,224,722,2555,2711,2711,2711
9052,52,2421,89,165,212,277,277,277
9053,53,2421,95,208,305,375,375,375
9054,54,2421,159,543,573,907,907,907
9055,55,2421,305,439,467,594,594,594
9056,56,2421,162,266,373,424,424,424
9057,57,2421,107,171,199,570,570,570
9058,58,2421,209,322,494,770,770,770
9059,59,2421,333,456,493,733,733,733
9060,60,2421,215,268,796,926,926,926
9061,61,2421,47,142,240,271,271,271
9062,62,2421,246,1217,1240,1458,1458,1458
9063,63,2421,163,515,530,550,550,550
9064,64,2421,124,200,233,349,349,349
9065,65,2421,75,92,112,312,312,312
9066,66,2421,395,646,684,832,832,832
9067,67,2421,255,654,669,768,768,768
9068,68,2421,118,242,258,532,532,532
9069,69,2421,73,334,381,684,684,684
9070,70,2421,204,1041,1294,1325,1325,1325
9071,71,2421,1812,1839,1865,1921,1921,1921
9072,72,2421,95,440,1067,1328,1328,1328
9073,73,2421,94,292,343,1434,1434,1434
9074,74,2421,83,270,377,448,448,448
9075,75,2421,111,436,722,793,793,793
9076,76,2421,71,141,153,247,247,247
9077,77,2421,303,1256,1275,1519,1519,1519
9078,78,2421,335,382,439,483,483,483
9079,79,2421,129,683,949,1399,1399,1399
9080,80,2421,122,1991,2038,2358,2358,2358
9081,81,2421,61,102,122,277,277,277
9082,82,2421,95,365,393,475,475,475
9083,83,2421,737,781,3636,3679,3679,3679
9084,84,2421,96,120,232,377,377,377
9085,85,2421,288,768,778,799,799,799
9086,86,2421,298,349,762,939,939,939
9087,87,2421,116,172,218,311,311,311
9088,88,2421,470,593,643,934,934,934
9089,89,2421,53,89,183,276,276,276
9090,90,2421,187,401,423,464,464,464
9091,91,2421,279,368,411,584,584,584
9092,92,2421,61,89,107,505,505,505
9093,93,2421,545,678,722,957,957,957
9094,94,2421,66,94,3015,3256,3256,3256
9095,95,2421,214,279,379,432,432,432
9096,96,2421,197,4279,4422,4538,4538,4538
9097,97,2421,147,465,477,823,823,823
9098,98,2421,87,195,881,1027,1027,1027
9099,99,2421,560,2047,2500,2532,2532,2532
9100,0,2427,113,1440,1507,2669,2669,2669
9101,1,2427,207,227,779,1003,1003,1003
9102,2,2427,113,200,222,297,297,297
9103,3,2427,179,830,886,979,979,979
9104,4,2427,108,12191,16421,16514,16514,16514
9105,5,2427,147,224,243,604,604,604
9106,6,2427,142,171,321,1004,1004,1004
9107,7,2427,120,156,370,453,453,453
9108,8,2427,221,264,269,574,574,574
9109,9,2427,257,317,339,467,467,467
9110,10,2427,58,302,424,6110,6110,6110
9111,11,2427,84,200,209,413,413,413
9112,12,2427,189,438,450,501,501,501
9113,13,2427,1165,1269,1293,1465,1465,1465
9114,14,2427,102,932,1083,1137,1137,1137
9115,15,2427,696,790,804,967,967,967
9116,16,2427,73,119,142,182,182,182
9117,17,2427,5189,5350,5393,5427,5427,5427
9118,18,2427,88,186,190,471,471,471
9119,19,2427,146,1043,1090,1121,1121,1121
9120,20,2427,106,133,223,867,867,867
9121,21,2427,166,405,524,763,763,763
9122,22,2427,133,186,269,314,314,314
9123,23,2427,106,206,220,409,409,409
9124,24,2427,236,287,404,550,550,550
9125,25,2427,769,1062,1086,1162,1162,1162
9126,26,2427,295,5047,5203,5352,5352,5352
9127,27,2427,86,236,319,525,525,525
9128,28,2427,3237,4109,4132,4376,4376,4376
9129,29,2427,605,645,657,804,804,804
9130,30,2427,803,974,1024,1240,1240,1240
9131,31,2427,122,12723,12863,12966,12966,12966
9132,32,2427,69,137,371,554,554,554
9133,33,2427,162,983,1109,1254,1254,1254
9134,34,2427,302,2764,3071,3327,3327,3327
9135,35,2427,522,633,1577,1604,1604,1604
9136,36,2427,312,470,565,759,759,759
9137,37,2427,168,1142,1323,1371,1371,1371
9138,38,2427,947,1022,5358,5474,5474,5474
9139,39,2427,2758,2886,2956,3189,3189,3189
9140,40,2427,91,322,474,538,538,538
9141,41,2427,138,239,524,945,945,945
9142,42,2427,127,391,426,2292,2292,2292
9143,43,2427,359,477,1624,1874,1874,1874
9144,44,2427,1067,1554,1689,1762,1762,1762
9145,45,2427,71,599,644,1524,1524,1524
9146,46,2427,159,206,213,279,279,279
9147,47,2427,185,10408,10492,10511,10511,10511
9148,48,2427,127,194,227,417,417,417
9149,49,2427,383,430,436,585,585,585
9150,50,2427,215,256,277,365,365,365
9151,51,2427,63,147,155,176,176,176
9152,52,2427,135,306,342,348,348,348
9153,53,2427,478,496,780,1310,1310,1310
9154,54,2427,156,349,364,503,503,503
9155,55,2427,189,299,330,458,458,458
9156,56,2427,89,3470,3492,3573,3573,3573
9157,57,2427,257,403,412,575,575,575
9158,58,2427,521,1090,1105,1211,1211,1211
9159,59,2427,285,649,1012,1248,1248,1248
9160,60,2427,71,221,305,1376,1376,1376
9161,61,2427,192,625,749,951,951,951
9162,62,2427,174,304,410,490,490,490
9163,63,2427,463,10326,10356,11257,11257,11257
9164,64,2427,608,11514,11561,11747,11747,11747
9165,65,2427,83,144,159,598,598,598
9166,66,2427,106,5606,5665,5906,5906,5906
9167,67,2427,52,956,1551,1556,1556,1556
9168,68,2427,1245,2785,2970,3081,3081,3081
9169,69,2427,262,2822,2877,3319,3319,3319
9170,70,2427,846,880,1048,1094,1094,1094
9171,71,2427,216,377,789,837,837,837
9172,72,2427,650,702,729,803,803,803
9173,73,2427,8223,8504,9033,9396,9396,9396
9174,74,2427,110,212,244,369,369,369
9175,75,2427,199,235,304,315,315,315
9176,76,2427,4701,5181,5376,5573,5573,5573
9177,77,2427,92,137,181,579,579,579
9178,78,2427,309,472,756,875,875,875
9179,79,2427,63,385,457,591,591,591
9180,80,2427,53,490,862,1049,1049,1049
9181,81,2427,6831,7091,7826,7864,7864,7864
9182,82,2427,210,591,819,906,906,906
9183,83,2427,501,932,1071,1253,1253,1253
9184,84,2427,280,490,619,767,767,767
9185,85,2427,93,163,178,424,424,424
9186,86,2427,5510,5645,5758,6003,6003,6003
9187,87,2427,308,1747,1830,1879,1879,1879
9188,88,2427,230,344,2011,2056,2056,2056
9189,89,2427,7902,8326,8385,8440,8440,8440
9190,90,2427,147,268,435,529,529,529
9191,91,2427,41,96,108,266,266,266
9192,92,2427,3408,3435,9039,9097,9097,9097
9193,93,2427,220,295,622,781,781,781
9194,94,2427,65,272,318,386,386,386
9195,95,2427,61,222,298,304,304,304
9196,96,2427,90,220,281,602,602,602
9197,97,2427,540,2083,2179,2270,2270,2270
9198,98,2427,97,169,492,613,613,613
9199,99,2427,683,745,751,1343,1343,1343
9200,0,2440,607,4246,4301,4411,4411,4411
9201,1,2440,45,67,167,416,416,416
9202,2,2440,167,252,364,765,765,765
9203,3,2440,238,279,366,502,502,502
9204,4,2440,79,176,188,237,237,237
9205,5,2440,451,3619,4037,4249,4249,4249
9206,6,2440,85,248,272,1060,1060,1060
9207,7,2440,112,1270,1382,1396,1396,1396
9208,8,2440,150,6002,6049,6251,6251,6251
9209,9,2440,343,557,644,750,750,750
9210,10,2440,241,655,702,1060,1060,1060
9211,11,2440,242,463,541,563,563,563
9212,12,2440,60,75,100,125,125,125
9213,13,2440,100,254,265,358,358,358
9214,14,2440,199,2628,2660,2695,2695,2695
9215,15,2440,2621,2662,2704,2755,2755,2755
9216,16,2440,1447,1498,1522,2045,2045,2045
9217,17,2440,247,429,446,454,454,454
9218,18,2440,165,597,696,907,907,907
9219,19,2440,303,2255,2429,2437,2437,2437
9220,20,2440,6522,6592,14158,14246,14246,14246
9221,21,2440,309,430,567,793,793,793
9222,22,2440,185,1553,1627,1677,1677,1677
9223,23,2440,9649,9868,9991,10035,10035,10035
9224,24,2440,976,2286,2536,2657,2657,2657
9225,25,2440,406,1046,1679,1858,1858,1858
9226,26,2440,218,929,1184,1254,1254,1254
9227,27,2440,186,454,517,790,790,790
9228,28,2440,108,261,303,1318,1318,1318
9229,29,2440,297,516,551,628,628,628
9230,30,2440,171,1046,1062,1504,1504,1504
9231,31,2440,922,6590,10052,10126,10126,10126
9232,32,2440,67,105,161,285,285,285
9233,33,2440,682,1111,1168,1248,1248,1248
9234,34,2440,361,451,583,639,639,639
9235,35,2440,508,832,859,952,952,952
9236,36,2440,457,616,694,968,968,968
9237,37,2440,245,7298,7536,7891,7891,7891
9238,38,2440,80,230,240,790,790,790
9239,39,2440,4283,4485,4545,4978,4978,4978
9240,40,2440,156,5977,5992,6074,6074,6074
9241,41,2440,170,195,203,285,285,285
9242,42,2440,81,1007,1030,1179,1179,1179
9243,43,2440,49,73,97,320,320,320
9244,44,2440,64,119,148,216,216,216
9245,45,2440,437,620,632,659,659,659
9246,46,2440,230,379,393,443,443,443
9247,47,2440,1156,1444,1766,1885,1885,1885
9248,48,2440,74,95,136,481,481,481
9249,49,2440,92,126,142,307,307,307
9250,50,2440,232,350,496,634,634,634
9251,51,2440,62,128,143,304,304,304
9252,52,2440,79,207,214,389,389,389
9253,53,2440,574,718,791,852,852,852
9254,54,2440,124,274,284,328,328,328
9255,55,2440,42,56,72,96,96,96
9256,56,2440,185,255,321,374,374,374
9257,57,2440,124,281,347,422,422,422
9258,58,2440,83,157,191,236,236,236
9259,59,2440,395,571,644,682,682,682
9260,60,2440,2080,2155,2227,2330,2330,2330
9261,61,2440,258,392,805,858,858,858
9262,62,2440,67,108,147,227,227,227
9263,63,2440,192,238,274,536,536,536
9264,64,2440,266,800,1451,1517,1517,1517
9265,65,2440,49,181,254,322,322,322
9266,66,2440,68,115,127,317,317,317
9267,67,2440,94,454,492,878,878,878
9268,68,2440,5479,5541,6321,6481,6481,6481
9269,69,2440,72,173,248,477,477,477
9270,70,2440,4909,10031,10249,10337,10337,10337
9271,71,2440,96,1716,1754,1769,1769,1769
9272,72,2440,304,382,692,778,778,778
9273,73,2440,126,191,353,384,384,384
9274,74,2440,111,204,303,473,473,473
9275,75,2440,142,5453,5547,5612,5612,5612
9276,76,2440,854,1577,1596,2229,2229,2229
9277,77,2440,40,82,162,317,317,317
9278,78,2440,149,188,222,283,283,283
9279,79,2440,89,99,194,357,357,357
9280,80,2440,226,859,949,1345,1345,1345
9281,81,2440,55,96,170,214,214,214
9282,82,2440,314,369,533,662,662,662
9283,83,2440,334,418,526,877,877,877
9284,84,2440,558,840,891,917,917,917
9285,85,2440,1856,2215,2290,2329,2329,2329
9286,86,2440,499,574,680,822,822,822
9287,87,2440,1031,1151,1218,1222,1222,1222
9288,88,2440,39,58,62,161,161,161
9289,89,2440,172,222,334,407,407,407
9290,90,2440,112,261,5624,5694,5694,5694
9291,91,2440,224,678,691,814,814,814
9292,92,2440,225,884,1871,1929,1929,1929
9293,93,2440,78,150,158,524,524,524
9294,94,2440,1622,1851,1924,2301,2301,2301
9295,95,2440,97,186,196,480,480,480
9296,96,2440,593,662,717,881,881,881
9297,97,2440,85,185,2488,2564,2564,2564
9298,98,2440,83,193,219,274,274,274
9299,99,2440,142,398,1257,1672,1672,1672
9300,0,2447,285,331,361,605,605,605
9301,1,2447,1317,2583,2893,24524,24524,24524
9302,2,2447,1663,1975,2046,2198,2198,2198
9303,3,2447,260,398,434,478,478,478
9304,4,2447,1837,5168,6140,6293,6293,6293
9305,5,2447,132,543,1071,1271,1271,1271
9306,6,2447,313,640,657,868,868,868
9307,7,2447,122,300,359,494,494,494
9308,8,2447,2304,2865,2876,3128,3128,3128
9309,9,2447,64,104,106,114,114,114
9310,10,2447,12392,12494,12555,12611,12611,12611
9311,11,2447,1103,5637,5927,5978,5978,5978
9312,12,2447,707,937,1016,1067,1067,1067
9313,13,2447,585,738,950,1007,1007,1007
9314,14,2447,1162,1214,1950,2172,2172,2172
9315,15,2447,1265,1713,1739,1807,1807,1807
9316,16,2447,93,293,344,698,698,698
9317,17,2447,447,513,543,553,553,553
9318,18,2447,1377,2584,2615,2750,2750,2750
9319,19,2447,82,140,157,206,206,206
9320,20,2447,431,956,1091,1631,1631,1631
9321,21,2447,193,270,356,505,505,505
9322,22,2447,951,1062,1129,2051,2051,2051
9323,23,2447,212,797,862,944,944,944
9324,24,2447,122,231,477,1389,1389,1389
9325,25,2447,53,113,459,588,588,588
9326,26,2447,195,223,713,773,773,773
9327,27,2447,58,92,149,187,187,187
9328,28,2447,78,163,173,1089,1089,1089
9329,29,2447,217,2006,2188,3612,3612,3612
9330,30,2447,57,11331,11464,12020,12020,12020
9331,31,2447,127,170,175,427,427,427
9332,32,2447,296,399,413,558,558,558
9333,33,2447,7452,7575,7599,7627,7627,7627
9334,34,2447,123,215,234,1008,1008,1008
9335,35,2447,2185,2575,2657,2760,2760,2760
9336,36,2447,315,587,949,1101,1101,1101
9337,37,2447,179,5084,5094,5651,5651,5651
9338,38,2447,281,368,451,723,723,723
9339,39,2447,110,270,310,531,531,531
9340,40,2447,84,2189,2255,2802,2802,2802
9341,41,2447,45,83,102,146,146,146
9342,42,2447,123,281,384,461,461,461
9343,43,2447,345,5030,5162,5178,5178,5178
9344,44,2447,533,906,1432,1486,1486,1486
9345,45,2447,63,103,223,230,230,230
9346,46,2447,10031,15835,16140,16273,16273,16273
9347,47,2447,96,588,611,670,670,670
9348,48,2447,76,215,286,435,435,435
9349,49,2447,254,324,418,526,526,526
9350,50,2447,253,326,1365,1414,1414,1414
9351,51,2447,286,442,617,731,731,731
9352,52,2447,116,2492,2599,2733,2733,2733
9353,53,2447,97,327,1523,2182,2182,2182
9354,54,2447,4244,4261,4607,4972,4972,4972
9355,55,2447,450,937,1326,4388,4388,4388
9356,56,2447,90,147,374,432,432,432
9357,57,2447,637,725,1136,1943,1943,1943
9358,58,2447,101,171,428,526,526,526
9359,59,2447,823,890,928,1000,1000,1000
9360,60,2447,257,359,464,530,530,530
9361,61,2447,214,739,880,921,921,921
