,NG sim,subject,SC_0.8,SC_0.9,SC_0.95,SC_0.98,SC_0.99,SC_1
8203,3,2386,4506,7634,7684,7952,7952,7952
8204,4,2386,4345,4387,4533,4605,4605,4605
8205,5,2386,845,1175,1224,1323,1323,1323
8206,6,2386,371,580,709,789,789,789
8207,7,2386,589,764,775,836,836,836
8208,8,2386,146,362,441,580,580,580
8209,9,2386,202,214,415,1247,1247,1247
8210,10,2386,130,177,226,319,319,319
8211,11,2386,129,654,657,907,907,907
8212,12,2386,104,246,381,419,419,419
8213,13,2386,324,626,969,1066,1066,1066
8214,14,2386,818,1006,1054,1215,1215,1215
8215,15,2386,707,1186,1193,1246,1246,1246
8216,16,2386,242,945,1071,1235,1235,1235
8217,17,2386,110,123,326,618,618,618
8218,18,2386,136,427,441,483,483,483
8219,19,2386,103,125,148,281,281,281
8220,20,2386,51,158,239,278,278,278
8221,21,2386,576,684,708,1174,1174,1174
8222,22,2386,1119,2866,2934,2968,2968,2968
8223,23,2386,89,108,234,249,249,249
8224,24,2386,972,1027,1050,1171,1171,1171
8225,25,2386,134,323,330,400,400,400
8226,26,2386,133,2504,2588,3271,3271,3271
8227,27,2386,77,192,217,258,258,258
8228,28,2386,153,413,430,561,561,561
8229,29,2386,82,126,194,209,209,209
8230,30,2386,433,503,545,1027,1027,1027
8231,31,2386,157,441,471,496,496,496
8232,32,2386,92,227,617,724,724,724
8233,33,2386,353,586,708,1002,1002,1002
8234,34,2386,2679,3162,3182,3215,3215,3215
8235,35,2386,224,502,545,778,778,778
8236,36,2386,59,141,174,322,322,322
8237,37,2386,70,215,236,293,293,293
8238,38,2386,55,152,305,341,341,341
8239,39,2386,3564,4068,4083,4154,4154,4154
8240,40,2386,420,504,1268,2036,2036,2036
8241,41,2386,281,384,406,540,540,540
8242,42,2386,1289,3164,3220,3617,3617,3617
8243,43,2386,268,395,415,646,646,646
8244,44,2386,215,1962,2063,2104,2104,2104
8245,45,2386,493,751,778,898,898,898
8246,46,2386,113,192,402,415,415,415
8247,47,2386,58,104,223,322,322,322
8248,48,2386,374,6115,6120,6295,6295,6295
8249,49,2386,2908,3905,3910,3979,3979,3979
8250,50,2386,276,345,570,636,636,636
8251,51,2386,71,107,136,1134,1134,1134
8252,52,2386,776,830,1069,1108,1108,1108
8253,53,2386,53,106,150,183,183,183
8254,54,2386,2428,4208,4247,4478,4478,4478
8255,55,2386,70,186,196,227,227,227
8256,56,2386,2712,8626,9050,9622,9622,9622
8257,57,2386,297,364,404,583,583,583
8258,58,2386,1548,1617,1656,1850,1850,1850
8259,59,2386,80,12258,12894,13075,13075,13075
8260,60,2386,576,649,1091,1137,1137,1137
8261,61,2386,195,319,336,914,914,914
8262,62,2386,901,3484,3871,3893,3893,3893
8263,63,2386,222,267,476,877,877,877
8264,64,2386,144,196,254,591,591,591
8265,65,2386,135,214,394,473,473,473
8266,66,2386,157,205,870,914,914,914
8267,67,2386,115,188,325,345,345,345
8268,68,2386,340,401,435,456,456,456
8269,69,2386,184,461,529,599,599,599
8270,70,2386,66,114,162,333,333,333
8271,71,2386,72,146,294,409,409,409
8272,72,2386,76,138,250,325,325,325
8273,73,2386,278,407,949,985,985,985
8274,74,2386,98,112,123,568,568,568
8275,75,2386,200,530,686,759,759,759
8276,76,2386,61,145,269,513,513,513
8277,77,2386,132,544,632,741,741,741
8278,78,2386,91,15280,15326,15586,15586,15586
8279,79,2386,59,217,507,593,593,593
8280,80,2386,205,459,474,525,525,525
8281,81,2386,130,164,199,322,322,322
8282,82,2386,396,1195,1197,1246,1246,1246
8283,83,2386,98,4936,5058,5327,5327,5327
8284,84,2386,484,571,638,701,701,701
8285,85,2386,83,321,336,626,626,626
8286,86,2386,59,1166,1228,1352,1352,1352
8287,87,2386,598,1377,2725,3143,3143,3143
8288,88,2386,221,285,367,584,584,584
8289,89,2386,418,929,1172,1635,1635,1635
8290,90,2386,711,747,783,806,806,806
8291,91,2386,90,220,269,279,279,279
8292,92,2386,220,255,485,705,705,705
8293,93,2386,419,838,891,965,965,965
8294,94,2386,8383,8558,8573,8661,8661,8661
8295,95,2386,413,622,746,863,863,863
8296,96,2386,147,646,715,727,727,727
8297,97,2386,105,234,245,268,268,268
8298,98,2386,212,2322,2363,2681,2681,2681
8299,99,2386,100,242,386,532,532,532
8300,0,2388,281,435,495,1743,1743,1743
8301,1,2388,102,139,154,244,244,244
8302,2,2388,113,198,419,621,621,621
8303,3,2388,97,160,3015,3184,3184,3184
8304,4,2388,76,432,440,463,463,463
8305,5,2388,88,258,391,441,441,441
8306,6,2388,4619,4634,4915,4960,4960,4960
8307,7,2388,6560,6734,6811,6874,6874,6874
8308,8,2388,293,778,5119,5228,5228,5228
8309,9,2388,71,83,101,165,165,165
8310,10,2388,296,690,1154,1488,1488,1488
8311,11,2388,721,11579,11610,11762,11762,11762
8312,12,2388,148,427,519,669,669,669
8313,13,2388,222,817,2122,2146,2146,2146
8314,14,2388,67,83,133,194,194,194
8315,15,2388,242,5421,6277,6438,6438,6438
8316,16,2388,85,188,208,293,293,293
8317,17,2388,526,2975,3007,3250,3250,3250
8318,18,2388,56,66,77,126,126,126
8319,19,2388,88,147,166,1570,1570,1570
8320,20,2388,250,1135,1347,1366,1366,1366
8321,21,2388,323,847,861,917,917,917
8322,22,2388,640,695,821,896,896,896
8323,23,2388,58,302,394,569,569,569
8324,24,2388,147,571,621,660,660,660
8325,25,2388,69,235,377,1151,1151,1151
8326,26,2388,158,398,407,447,447,447
8327,27,2388,211,11103,11126,11238,11238,11238
8328,28,2388,146,177,200,418,418,418
8329,29,2388,122,6899,6948,7177,7177,7177
8330,30,2388,3700,4719,4725,4788,4788,4788
8331,31,2388,116,679,687,1448,1448,1448
8332,32,2388,57,6262,10280,10369,10369,10369
8333,33,2388,231,272,554,578,578,578
8334,34,2388,150,335,382,518,518,518
8335,35,2388,6401,8781,13447,13519,13519,13519
8336,36,2388,245,407,465,529,529,529
8337,37,2388,224,283,390,678,678,678
8338,38,2388,279,501,623,735,735,735
8339,39,2388,1662,2057,11378,11689,11689,11689
8340,40,2388,507,647,869,996,996,996
8341,41,2388,60,111,181,553,553,553
8342,42,2388,317,602,632,728,728,728
8343,43,2388,89,7604,7611,7661,7661,7661
8344,44,2388,3822,3958,4163,4361,4361,4361
8345,45,2388,437,494,519,654,654,654
8346,46,2388,146,399,571,610,610,610
8347,47,2388,82,390,3638,3677,3677,3677
8348,48,2388,51,73,110,442,442,442
8349,49,2388,127,8321,8430,8585,8585,8585
8350,50,2388,133,332,389,509,509,509
8351,51,2388,203,215,228,386,386,386
8352,52,2388,3255,3410,4134,4425,4425,4425
8353,53,2388,992,2048,2095,2807,2807,2807
8354,54,2388,14606,27824,28123,28514,28514,28514
8355,55,2388,108,1804,1828,1937,1937,1937
8356,56,2388,8134,8397,8429,9186,9186,9186
8357,57,2388,228,241,330,349,349,349
8358,58,2388,163,611,8957,9027,9027,9027
8359,59,2388,268,1352,1561,1583,1583,1583
8360,60,2388,45,137,213,252,252,252
8361,61,2388,87,143,226,309,309,309
8362,62,2388,5750,18590,18807,18931,18931,18931
8363,63,2388,227,354,515,590,590,590
8364,64,2388,187,277,285,331,331,331
8365,65,2388,3044,10243,10295,10432,10432,10432
8366,66,2388,145,176,243,319,319,319
8367,67,2388,120,538,609,716,716,716
8368,68,2388,193,599,617,728,728,728
8369,69,2388,145,870,1894,2055,2055,2055
8370,70,2388,10005,10021,10264,10278,10278,10278
8371,71,2388,123,247,256,267,267,267
8372,72,2388,240,318,483,528,528,528
8373,73,2388,125,269,354,505,505,505
8374,74,2388,86,127,143,393,393,393
8375,75,2388,159,634,646,734,734,734
8376,76,2388,249,323,354,492,492,492
8377,77,2388,1910,2969,3030,3054,3054,3054
8378,78,2388,90,18622,18703,18953,18953,18953
8379,79,2388,44,87,108,159,159,159
8380,80,2388,78,130,315,758,758,758
8381,81,2388,136,378,447,894,894,894
8382,82,2388,232,277,339,382,382,382
8383,83,2388,358,488,530,627,627,627
8384,84,2388,170,553,566,672,672,672
8385,85,2388,577,7757,7987,8057,8057,8057
8386,86,2388,143,1086,1128,1140,1140,1140
8387,87,2388,573,9975,10027,10205,10205,10205
8388,88,2388,146,238,370,748,748,748
8389,89,2388,4328,4358,4384,5154,5154,5154
8390,90,2388,1490,4767,5025,5081,5081,5081
8391,91,2388,1745,2059,2219,2849,2849,2849
8392,92,2388,226,273,580,799,799,799
8393,93,2388,106,128,344,525,525,525
8394,94,2388,412,634,646,802,802,802
8395,95,2388,71,126,164,353,353,353
8396,96,2388,88,660,686,756,756,756
8397,97,2388,117,13986,14145,14926,14926,14926
8398,98,2388,46,173,237,306,306,306
8399,99,2388,229,423,437,510,510,510
8400,0,2399,254,429,12693,12724,12724,12724
8401,1,2399,161,1359,1402,1520,1520,1520
8402,2,2399,88,151,172,248,248,248
8403,3,2399,45,70,105,438,438,438
8404,4,2399,154,393,397,2511,2511,2511
8405,5,2399,146,641,1720,1944,1944,1944
8406,6,2399,270,293,321,862,862,862
8407,7,2399,696,964,1077,1141,1141,1141
8408,8,2399,262,404,482,600,600,600
8409,9,2399,45,83,249,355,355,355
8410,10,2399,179,930,3813,4436,4436,4436
8411,11,2399,253,5830,5897,5902,5902,5902
8412,12,2399,56,184,211,255,255,255
8413,13,2399,199,442,447,739,739,739
8414,14,2399,466,4307,4323,4728,4728,4728
8415,15,2399,187,833,1017,1119,1119,1119
8416,16,2399,264,356,412,437,437,437
8417,17,2399,45,92,140,514,514,514
8418,18,2399,1109,1170,1185,1562,1562,1562
8419,19,2399,309,405,437,562,562,562
8420,20,2399,74,135,166,259,259,259
8421,21,2399,151,244,253,363,363,363
8422,22,2399,655,781,959,963,963,963
8423,23,2399,132,292,478,709,709,709
8424,24,2399,280,846,966,1058,1058,1058
8425,25,2399,153,363,723,1049,1049,1049
8426,26,2399,279,959,995,1006,1006,1006
8427,27,2399,140,235,308,527,527,527
8428,28,2399,67,82,303,496,496,496
8429,29,2399,121,264,288,776,776,776
8430,30,2399,107,164,240,270,270,270
8431,31,2399,203,515,642,819,819,819
8432,32,2399,46,83,104,465,465,465
8433,33,2399,276,567,589,691,691,691
8434,34,2399,87,132,241,366,366,366
8435,35,2399,157,478,482,537,537,537
8436,36,2399,122,263,560,572,572,572
8437,37,2399,63,276,391,923,923,923
8438,38,2399,56,171,252,294,294,294
8439,39,2399,1350,1669,1725,1819,1819,1819
8440,40,2399,68,139,156,238,238,238
8441,41,2399,243,294,338,436,436,436
8442,42,2399,91,219,271,479,479,479
8443,43,2399,321,4701,7044,7502,7502,7502
8444,44,2399,259,295,406,504,504,504
8445,45,2399,144,612,1048,1481,1481,1481
8446,46,2399,15005,16370,16690,16788,16788,16788
8447,47,2399,174,362,594,1292,1292,1292
8448,48,2399,50,532,575,655,655,655
8449,49,2399,781,900,916,1065,1065,1065
8450,50,2399,132,1625,1656,1694,1694,1694
8451,51,2399,94,287,1105,1208,1208,1208
8452,52,2399,159,168,376,435,435,435
8453,53,2399,4823,4972,7029,7862,7862,7862
8454,54,2399,121,705,946,1013,1013,1013
8455,55,2399,146,669,889,1225,1225,1225
8456,56,2399,148,290,754,853,853,853
8457,57,2399,79,115,935,1027,1027,1027
8458,58,2399,72,154,421,628,628,628
8459,59,2399,678,1003,1082,1378,1378,1378
8460,60,2399,228,424,445,496,496,496
8461,61,2399,746,2549,2696,3162,3162,3162
8462,62,2399,59,67,77,272,272,272
8463,63,2399,249,1085,1097,1401,1401,1401
8464,64,2399,596,659,708,782,782,782
8465,65,2399,211,253,343,659,659,659
8466,66,2399,138,2831,2927,3392,3392,3392
8467,67,2399,97,157,163,280,280,280
8468,68,2399,85,139,451,583,583,583
8469,69,2399,194,1035,3516,3733,3733,3733
8470,70,2399,5160,5290,5490,5711,5711,5711
8471,71,2399,142,458,812,2022,2022,2022
8472,72,2399,205,415,505,649,649,649
8473,73,2399,618,6233,6321,6377,6377,6377
8474,74,2399,233,321,402,602,602,602
8475,75,2399,61,109,153,268,268,268
8476,76,2399,2501,2985,3256,3287,3287,3287
8477,77,2399,80,18351,18384,18723,18723,18723
8478,78,2399,270,313,1409,1584,1584,1584
8479,79,2399,5200,5525,5537,5610,5610,5610
8480,80,2399,128,164,201,213,213,213
8481,81,2399,129,260,877,1105,1105,1105
8482,82,2399,2921,19394,19461,19706,19706,19706
8483,83,2399,132,224,334,712,712,712
8484,84,2399,782,1957,11063,11816,11816,11816
8485,85,2399,111,267,469,968,968,968
8486,86,2399,5116,5213,5256,9614,9614,9614
8487,87,2399,463,931,1071,1244,1244,1244
8488,88,2399,419,689,1333,1413,1413,1413
8489,89,2399,869,14511,14686,14843,14843,14843
8490,90,2399,130,5959,6564,7008,7008,7008
8491,91,2399,63,334,381,440,440,440
8492,92,2399,2026,2186,2213,2372,2372,2372
8493,93,2399,103,195,279,1673,1673,1673
8494,94,2399,460,576,897,1113,1113,1113
8495,95,2399,473,797,1058,1107,1107,1107
8496,96,2399,1340,1377,2051,2054,2054,2054
8497,97,2399,705,17035,17073,17157,17157,17157
8498,98,2399,57,116,180,288,288,288
8499,99,2399,155,274,302,355,355,355
8500,0,2400,175,1031,1182,1203,1203,1203
8501,1,2400,88,274,388,492,492,492
8502,2,2400,3224,3311,3491,3685,3685,3685
8503,3,2400,397,498,758,5201,5201,5201
8504,4,2400,160,219,241,740,740,740
8505,5,2400,220,673,712,795,795,795
8506,6,2400,91,160,260,306,306,306
8507,7,2400,144,632,783,813,813,813
8508,8,2400,321,634,4248,4360,4360,4360
8509,9,2400,174,202,249,283,283,283
8510,10,2400,81,131,212,513,513,513
8511,11,2400,2014,2337,2399,3217,3217,3217
8512,12,2400,175,196,1519,2165,2165,2165
8513,13,2400,242,379,413,680,680,680
8514,14,2400,359,519,621,627,627,627
8515,15,2400,62,213,279,794,794,794
8516,16,2400,85,171,202,400,400,400
8517,17,2400,2262,2572,2747,2875,2875,2875
8518,18,2400,913,1141,1699,2042,2042,2042
8519,19,2400,175,441,504,529,529,529
8520,20,2400,34,78,144,318,318,318
8521,21,2400,892,1366,1440,1580,1580,1580
8522,22,2400,1225,1266,1300,1528,1528,1528
8523,23,2400,69,130,183,213,213,213
8524,24,2400,67,175,215,385,385,385
8525,25,2400,930,970,1057,1337,1337,1337
8526,26,2400,367,430,441,2494,2494,2494
8527,27,2400,397,528,537,1416,1416,1416
8528,28,2400,85,1342,1531,1705,1705,1705
8529,29,2400,150,457,524,629,629,629
8530,30,2400,64,110,145,173,173,173
8531,31,2400,589,1008,1295,1341,1341,1341
8532,32,2400,105,2398,2560,2666,2666,2666
8533,33,2400,65,166,178,4955,4955,4955
8534,34,2400,215,251,257,401,401,401
8535,35,2400,515,613,682,879,879,879
8536,36,2400,66,132,188,202,202,202
8537,37,2400,721,1024,1449,1460,1460,1460
8538,38,2400,93,865,901,1053,1053,1053
8539,39,2400,118,185,209,335,335,335
8540,40,2400,77,175,2506,2571,2571,2571
8541,41,2400,59,74,82,181,181,181
8542,42,2400,137,336,450,569,569,569
8543,43,2400,112,141,181,217,217,217
8544,44,2400,489,591,926,1205,1205,1205
8545,45,2400,309,468,546,616,616,616
8546,46,2400,85,265,303,720,720,720
8547,47,2400,1281,3647,3855,3896,3896,3896
8548,48,2400,80,346,436,516,516,516
8549,49,2400,163,274,485,547,547,547
8550,50,2400,97,608,634,887,887,887
8551,51,2400,206,294,322,344,344,344
8552,52,2400,121,200,210,358,358,358
8553,53,2400,82,150,346,367,367,367
8554,54,2400,1014,1175,1286,1312,1312,1312
8555,55,2400,529,1052,1675,2802,2802,2802
8556,56,2400,156,519,576,878,878,878
8557,57,2400,308,682,1038,1141,1141,1141
8558,58,2400,49,65,79,985,985,985
8559,59,2400,458,509,528,715,715,715
8560,60,2400,55,97,107,128,128,128
8561,61,2400,175,2200,2211,2606,2606,2606
8562,62,2400,82,383,2389,2518,2518,2518
8563,63,2400,69,117,152,713,713,713
8564,64,2400,354,486,1187,1293,1293,1293
8565,65,2400,53,314,354,400,400,400
8566,66,2400,130,154,171,280,280,280
8567,67,2400,750,1063,1140,1200,1200,1200
8568,68,2400,135,770,777,1040,1040,1040
8569,69,2400,269,391,448,729,729,729
8570,70,2400,299,1402,1452,1758,1758,1758
8571,71,2400,1083,1493,1820,1907,1907,1907
8572,72,2400,1724,2222,2315,2830,2830,2830
8573,73,2400,164,363,394,446,446,446
8574,74,2400,67,234,286,396,396,396
8575,75,2400,390,592,609,4245,4245,4245
8576,76,2400,77,838,1296,1454,1454,1454
8577,77,2400,239,253,329,441,441,441
8578,78,2400,228,425,440,656,656,656
8579,79,2400,307,715,830,934,934,934
8580,80,2400,622,694,727,747,747,747
8581,81,2400,113,179,303,575,575,575
8582,82,2400,80,196,269,415,415,415
8583,83,2400,483,549,925,1246,1246,1246
8584,84,2400,96,2439,2514,2637,2637,2637
8585,85,2400,74,198,268,417,417,417
8586,86,2400,2802,2965,3002,3310,3310,3310
8587,87,2400,144,274,415,639,639,639
8588,88,2400,89,196,348,652,652,652
8589,89,2400,352,549,591,602,602,602
8590,90,2400,57,211,272,336,336,336
8591,91,2400,268,698,747,928,928,928
8592,92,2400,154,642,700,1097,1097,1097
8593,93,2400,185,299,458,792,792,792
8594,94,2400,5787,5897,5972,6216,6216,6216
8595,95,2400,2777,2817,2915,3245,3245,3245
8596,96,2400,1312,1708,2005,2045,2045,2045
8597,97,2400,1743,6976,7271,7613,7613,7613
8598,98,2400,3283,3398,3465,3596,3596,3596
8599,99,2400,56,76,80,114,114,114
8600,0,2410,166,214,223,555,555,555
8601,1,2410,197,291,1742,1760,1760,1760
8602,2,2410,113,659,886,1189,1189,1189
8603,3,2410,113,294,418,445,445,445
8604,4,2410,304,441,499,541,541,541
8605,5,2410,124,167,514,703,703,703
8606,6,2410,83,97,109,189,189,189
8607,7,2410,279,437,542,739,739,739
8608,8,2410,1099,1185,1352,1482,1482,1482
8609,9,2410,118,309,382,430,430,430
8610,10,2410,63,161,163,485,485,485
8611,11,2410,493,2239,2244,2298,2298,2298
8612,12,2410,2267,2695,2790,2919,2919,2919
8613,13,2410,143,388,404,472,472,472
8614,14,2410,545,822,863,1045,1045,1045
8615,15,2410,80,179,614,686,686,686
8616,16,2410,228,285,558,778,778,778
8617,17,2410,118,229,296,1114,1114,1114
8618,18,2410,306,431,438,738,738,738
8619,19,2410,111,628,654,721,721,721
8620,20,2410,108,134,153,220,220,220
8621,21,2410,2093,2188,8886,9076,9076,9076
8622,22,2410,206,376,737,850,850,850
8623,23,2410,74,159,205,500,500,500
8624,24,2410,109,200,408,489,489,489
8625,25,2410,118,142,209,412,412,412
8626,26,2410,253,660,747,1018,1018,1018
8627,27,2410,80,804,1361,1400,1400,1400
8628,28,2410,430,492,630,653,653,653
8629,29,2410,72,98,111,226,226,226
8630,30,2410,382,416,427,645,645,645
8631,31,2410,222,356,384,406,406,406
8632,32,2410,242,405,417,679,679,679
8633,33,2410,63,260,334,449,449,449
8634,34,2410,171,224,519,594,594,594
8635,35,2410,150,3372,3500,3672,3672,3672
8636,36,2410,64,74,110,196,196,196
8637,37,2410,191,248,387,454,454,454
8638,38,2410,55,116,143,393,393,393
8639,39,2410,255,493,526,548,548,548
8640,40,2410,224,667,745,1094,1094,1094
8641,41,2410,309,4769,5447,5567,5567,5567
8642,42,2410,1010,1037,1268,1414,1414,1414
8643,43,2410,109,179,258,339,339,339
8644,44,2410,73,114,133,225,225,225
8645,45,2410,1819,1915,1960,2034,2034,2034
8646,46,2410,813,1025,1650,1713,1713,1713
8647,47,2410,241,304,426,543,543,543
8648,48,2410,1049,1136,1166,1193,1193,1193
8649,49,2410,1462,1518,1633,1817,1817,1817
8650,50,2410,320,505,523,677,677,677
8651,51,2410,128,183,230,293,293,293
8652,52,2410,81,201,252,260,260,260
8653,53,2410,42,99,319,475,475,475
8654,54,2410,95,522,569,673,673,673
8655,55,2410,782,912,922,1050,1050,1050
8656,56,2410,368,431,494,513,513,513
8657,57,2410,441,3169,3195,3330,3330,3330
8658,58,2410,139,230,403,553,553,553
8659,59,2410,220,289,336,355,355,355
8660,60,2410,534,1373,1427,1579,1579,1579
8661,61,2410,138,225,1167,1437,1437,1437
8662,62,2410,166,290,305,412,412,412
8663,63,2410,474,560,725,768,768,768
8664,64,2410,2146,2255,2329,2371,2371,2371
8665,65,2410,70,96,276,512,512,512
8666,66,2410,832,1081,1208,1369,1369,1369
8667,67,2410,895,1109,1126,1365,1365,1365
8668,68,2410,272,537,549,653,653,653
8669,69,2410,137,738,798,1181,1181,1181
8670,70,2410,365,596,609,660,660,660
8671,71,2410,384,435,542,605,605,605
8672,72,2410,952,1027,1171,1341,1341,1341
8673,73,2410,236,1206,1340,1462,1462,1462
8674,74,2410,90,476,615,646,646,646
8675,75,2410,148,177,207,283,283,283
8676,76,2410,68,113,222,668,668,668
8677,77,2410,62,122,439,723,723,723
8678,78,2410,535,619,633,987,987,987
8679,79,2410,73,552,628,947,947,947
8680,80,2410,578,899,925,1606,1606,1606
8681,81,2410,217,284,303,345,345,345
8682,82,2410,328,549,912,1102,1102,1102
8683,83,2410,241,315,333,343,343,343
8684,84,2410,109,192,204,215,215,215
8685,85,2410,130,157,234,247,247,247
8686,86,2410,183,198,224,504,504,504
8687,87,2410,576,1356,1363,1576,1576,1576
8688,88,2410,77,3415,3583,3972,3972,3972
8689,89,2410,797,853,1733,1821,1821,1821
8690,90,2410,545,661,712,1028,1028,1028
8691,91,2410,131,203,272,373,373,373
8692,92,2410,68,138,198,491,491,491
8693,93,2410,105,258,279,550,550,550
8694,94,2410,700,780,1059,1088,1088,1088
8695,95,2410,66,663,737,822,822,822
8696,96,2410,112,247,390,433,433,433
8697,97,2410,616,2385,3679,4082,4082,4082
8698,98,2410,59,156,395,419,419,419
8699,99,2410,245,637,929,971,971,971
8700,0,2413,1124,1231,1315,1800,1800,1800
8701,1,2413,933,1004,1192,1316,1316,1316
8702,2,2413,159,3014,3046,3106,3106,3106
8703,3,2413,298,399,451,619,619,619
8704,4,2413,50,427,518,559,559,559
8705,5,2413,10286,10548,10577,11671,11671,11671
8706,6,2413,117,2702,2887,3233,3233,3233
8707,7,2413,157,209,223,690,690,690
8708,8,2413,113,177,199,369,369,369
8709,9,2413,83,241,5939,6213,6213,6213
8710,10,2413,90,158,207,483,483,483
8711,11,2413,103,151,219,318,318,318
8712,12,2413,496,1333,5394,5504,5504,5504
8713,13,2413,586,1218,1839,1888,1888,1888
8714,14,2413,507,4874,5121,5352,5352,5352
8715,15,2413,176,3443,3555,3651,3651,3651
8716,16,2413,98,144,316,335,335,335
8717,17,2413,161,232,314,346,346,346
8718,18,2413,61,143,281,295,295,295
8719,19,2413,1004,1311,1381,1791,1791,1791
8720,20,2413,292,6786,6836,52417,52417,52417
8721,21,2413,2006,2504,2613,2722,2722,2722
8722,22,2413,242,773,834,1066,1066,1066
8723,23,2413,990,1210,1235,1342,1342,1342
8724,24,2413,16551,16630,16738,16949,16949,16949
8725,25,2413,105,354,439,838,838,838
8726,26,2413,121,171,182,281,281,281
8727,27,2413,2799,3220,3419,3546,3546,3546
8728,28,2413,76,233,486,1114,1114,1114
8729,29,2413,907,1139,1170,1423,1423,1423
8730,30,2413,3035,15172,16010,16124,16124,16124
8731,31,2413,75,283,740,811,811,811
8732,32,2413,502,1065,1119,1167,1167,1167
8733,33,2413,474,558,631,827,827,827
8734,34,2413,50,279,348,651,651,651
8735,35,2413,457,690,836,1137,1137,1137
8736,36,2413,623,720,841,1907,1907,1907
8737,37,2413,4190,20033,20061,34553,34553,34553
8738,38,2413,144,221,614,1010,1010,1010
8739,39,2413,303,6329,6360,6612,6612,6612
8740,40,2413,78,106,155,164,164,164
8741,41,2413,97,762,1041,1100,1100,1100
8742,42,2413,461,612,749,785,785,785
8743,43,2413,111,32635,57760,57795,57795,57795
8744,44,2413,43,114,124,137,137,137
8745,45,2413,135,203,23454,23552,23552,23552
8746,46,2413,736,19513,19793,19855,19855,19855
8747,47,2413,105,184,259,369,369,369
8748,48,2413,161,335,379,503,503,503
8749,49,2413,293,354,403,555,555,555
8750,50,2413,75,167,296,810,810,810
8751,51,2413,55,989,1124,1606,1606,1606
8752,52,2413,88,115,6679,6791,6791,6791
8753,53,2413,255,288,358,485,485,485
8754,54,2413,13596,23045,23401,23441,23441,23441
8755,55,2413,289,527,532,853,853,853
8756,56,2413,88,161,240,304,304,304
8757,57,2413,90,134,179,307,307,307
8758,58,2413,231,335,574,645,645,645
8759,59,2413,430,711,793,994,994,994
8760,60,2413,88,213,219,263,263,263
8761,61,2413,193,297,352,387,387,387
8762,62,2413,22992,23105,23136,25831,25831,25831
8763,63,2413,244,530,719,897,897,897
8764,64,2413,69,103,118,175,175,175
8765,65,2413,373,663,673,783,783,783
8766,66,2413,237,273,552,1078,1078,1078
8767,67,2413,165,313,347,411,411,411
8768,68,2413,1419,14187,14203,14412,14412,14412
8769,69,2413,43,78,104,163,163,163
8770,70,2413,998,1217,1261,1730,1730,1730
8771,71,2413,354,410,5983,6049,6049,6049
8772,72,2413,262,527,547,624,624,624
8773,73,2413,11294,11454,11474,11600,11600,11600
8774,74,2413,63,1649,5802,5921,5921,5921
8775,75,2413,3544,8095,8145,8299,8299,8299
8776,76,2413,932,997,1062,1693,1693,1693
8777,77,2413,539,612,635,832,832,832
8778,78,2413,864,934,994,1313,1313,1313
8779,79,2413,241,325,394,429,429,429
8780,80,2413,264,1135,1288,1481,1481,1481
8781,81,2413,49,63,147,684,684,684
8782,82,2413,141,250,257,605,605,605
8783,83,2413,107,140,184,392,392,392
8784,84,2413,219,279,305,420,420,420
8785,85,2413,8715,9318,9539,9697,9697,9697
8786,86,2413,489,772,894,1052,1052,1052
8787,87,2413,144,294,323,843,843,843
8788,88,2413,68,124,162,301,301,301
8789,89,2413,49,280,338,419,419,419
8790,90,2413,12179,21989,25362,27229,27229,27229
8791,91,2413,177,217,279,425,425,425
8792,92,2413,7156,7641,8004,8771,8771,8771
8793,93,2413,8731,9710,9987,10004,10004,10004
8794,94,2413,215,4041,4700,4823,4823,4823
8795,95,2413,152,481,580,646,646,646
8796,96,2413,597,681,710,827,827,827
8797,97,2413,419,537,548,757,757,757
8798,98,2413,1351,3182,3191,31957,31957,31957
8799,99,2413,89,106,145,328,328,328
8800,0,2414,728,772,823,1032,1032,1032
8801,1,2414,584,974,1030,1116,1116,1116
8802,2,2414,70,100,160,225,225,225
8803,3,2414,205,279,286,448,448,448
8804,4,2414,72,106,127,189,189,189
8805,5,2414,318,1545,2261,2296,2296,2296
8806,6,2414,174,502,536,633,633,633
8807,7,2414,93,131,160,163,163,163
8808,8,2414,119,270,636,714,714,714
8809,9,2414,183,730,1098,1133,1133,1133
8810,10,2414,1443,1541,1582,2558,2558,2558
8811,11,2414,259,413,481,676,676,676
8812,12,2414,167,325,385,461,461,461
8813,13,2414,52,107,147,165,165,165
8814,14,2414,76,124,144,445,445,445
8815,15,2414,97,235,656,903,903,903
8816,16,2414,94,173,190,291,291,291
8817,17,2414,671,1881,2071,2141,2141,2141
8818,18,2414,89,449,818,909,909,909
8819,19,2414,1416,2864,3161,3346,3346,3346
8820,20,2414,289,351,356,463,463,463
8821,21,2414,231,673,682,1095,1095,1095
8822,22,2414,84,313,370,379,379,379
8823,23,2414,527,568,1089,1393,1393,1393
8824,24,2414,398,520,560,690,690,690
8825,25,2414,66,100,125,307,307,307
8826,26,2414,96,408,582,660,660,660
8827,27,2414,102,247,498,791,791,791
8828,28,2414,212,234,248,503,503,503
8829,29,2414,62,79,92,127,127,127
8830,30,2414,123,438,551,581,581,581
8831,31,2414,318,541,589,610,610,610
8832,32,2414,5306,5440,5503,5536,5536,5536
8833,33,2414,107,137,760,842,842,842
8834,34,2414,209,371,421,1044,1044,1044
